review,rating,tanggal,app_id,label,clean_review
biaya admin mahal,5.0,2026-06-03 12:50:24,id.co.bri.brimo,1,biaya admin mahal
"BRImo sangat membantu sekali,mudah untuk berteransaksi fiturnya sangat lengkap",5.0,2026-05-23 5:35:02,id.co.bri.brimo,1,brimo sangat membantu sekalimudah untuk berteransaksi fiturnya sangat lengkap
layanan yang bagus dengan fitur2 baru,5.0,2026-06-14 10:45:34,id.co.bri.brimo,1,layanan yang bagus dengan fitur baru
bagus amanah,5.0,2026-05-29 12:59:45,id.co.bri.brimo,1,bagus amanah
selalu gagal tahap pembuatan pin karena eror pada sistem. selalu begitu sehingga aku tidak bisa membuka rekening,1.0,2026-05-29 5:37:24,id.co.bri.brimo,0,selalu gagal tahap pembuatan pin karena eror pada sistem selalu begitu sehingga aku tidak bisa membuka rekening
"belum jga daftar udh eror, astagfirullah",1.0,2026-05-23 1:57:38,id.co.bri.brimo,0,belum jga daftar udh eror astagfirullah
mantap!,5.0,2026-06-07 6:28:03,id.co.bri.brimo,1,mantap
Mudah dan praktis serta aman terpercaya,5.0,2026-06-08 9:04:23,id.co.bri.brimo,1,mudah dan praktis serta aman terpercaya
sukaa,5.0,2026-06-02 8:00:20,id.co.bri.brimo,1,sukaa
"Trimakasih BRImo, kereenn..👍",5.0,2026-06-11 6:01:08,id.co.bri.brimo,1,trimakasih brimo kereenn
Alhamdulillah..sangat mudah untuk kita bertransaksi,5.0,2026-06-04 8:58:38,id.co.bri.brimo,1,alhamdulillahsangat mudah untuk kita bertransaksi
Bagus sekali,5.0,2026-05-29 13:34:17,id.co.bri.brimo,1,bagus sekali
Mantap pengiriman baik,5.0,2026-06-11 7:50:04,id.co.bri.brimo,1,mantap pengiriman baik
"burukkkkk isi kouta, kouta ngga masuk, saldo sudah terkurang, sudah buat pengajuan tapi ngga ada respon dri tanggal 4 parahhhhhhhhh sekali kalo cma kouta harga 10k ngga papa ini harga 124k lohh parahh bri parahh bintang 1 poknya",1.0,2026-06-07 10:36:08,id.co.bri.brimo,0,burukkkkk isi kouta kouta ngga masuk saldo sudah terkurang sudah buat pengajuan tapi ngga ada respon dri tanggal  parahhhhhhhhh sekali kalo cma kouta harga k ngga papa ini harga k lohh parahh bri parahh bintang  poknya
sekarang apa apa jdi muda GK ribet lebih di kembangkan lagi aplikasi nya admin 🙏🙏,5.0,2026-05-26 19:48:40,id.co.bri.brimo,1,sekarang apa apa jdi muda gk ribet lebih di kembangkan lagi aplikasi nya admin
mohon untuk update selanjutnya fitur GPS di hilangkan sangat menganggu saya sebagai pengguna,5.0,2026-05-25 3:06:12,id.co.bri.brimo,1,mohon untuk update selanjutnya fitur gps di hilangkan sangat menganggu saya sebagai pengguna
"mantap mudah,cepat",5.0,2026-06-05 13:44:06,id.co.bri.brimo,1,mantap mudahcepat
memuaskan ... mantab,5.0,2026-06-12 23:52:39,id.co.bri.brimo,1,memuaskan  mantab
"layanan jelek biasanya login gampang sekali, namun sekalinya gagal vermuk udh nyoba 3 hari masih gagal terus beli pulsa buat nlpon malah bot yg angkat di tunggu sampe 2 mnit lebih cuma suara iklan doang tau"" di matiin 😌 pas coba tlpon lagi pulsa nya abis 2 mnit -+ abis 6ribu pulsaku 😤",1.0,2026-06-01 11:40:52,id.co.bri.brimo,0,layanan jelek biasanya login gampang sekali namun sekalinya gagal vermuk udh nyoba  hari masih gagal terus beli pulsa buat nlpon malah bot yg angkat di tunggu sampe  mnit lebih cuma suara iklan doang tau di matiin  pas coba tlpon lagi pulsa nya abis  mnit  abis ribu pulsaku
"aplikasi apaan ini saya login. gak bisa password dn pin semua benar foto semua data"" benar tapi msh aja gak bisa login gak jelas aplikasi brimo ini. apa saya hapus di unistal saja ribet pake aplikasi brimo ini ada baik nya saya unistal saja gak berguna",1.0,2026-06-09 17:59:34,id.co.bri.brimo,0,aplikasi apaan ini saya login gak bisa password dn pin semua benar foto semua data benar tapi msh aja gak bisa login gak jelas aplikasi brimo ini apa saya hapus di unistal saja ribet pake aplikasi brimo ini ada baik nya saya unistal saja gak berguna
sejak pembaruhan terakhir notif sering terlambat tolong segera diperbaiki.,5.0,2026-06-10 15:55:19,id.co.bri.brimo,1,sejak pembaruhan terakhir notif sering terlambat tolong segera diperbaiki
mudah simpel dan smart,5.0,2026-06-02 3:16:38,id.co.bri.brimo,1,mudah simpel dan smart
"Diperbaiki bug nya,,, sering gagal transaksi",5.0,2026-06-10 11:39:15,id.co.bri.brimo,1,diperbaiki bug nya sering gagal transaksi
malah sekarang gak bisa dibuka. ada tulisan : koneksi internet kurang baik. lah paket data ada. wifi lancar. bikin malu pas mau bayar pake qris.,2.0,2026-05-21 3:16:37,id.co.bri.brimo,0,malah sekarang gak bisa dibuka ada tulisan  koneksi internet kurang baik lah paket data ada wifi lancar bikin malu pas mau bayar pake qris
bisa kah menu logout di taruh pingir samping akun,5.0,2026-06-06 7:23:23,id.co.bri.brimo,1,bisa kah menu logout di taruh pingir samping akun
Kenapa selalu muncul internet buruk ? pdhl sdh pakai wifi atau paket data yang kencang,1.0,2026-05-28 9:37:40,id.co.bri.brimo,0,kenapa selalu muncul internet buruk  pdhl sdh pakai wifi atau paket data yang kencang
susah buat login ke perangkat baru padahal koneksi internet tidak ada kendala sama sekali,1.0,2026-05-30 6:41:40,id.co.bri.brimo,0,susah buat login ke perangkat baru padahal koneksi internet tidak ada kendala sama sekali
sangat cocok untuk saya,5.0,2026-05-26 13:45:41,id.co.bri.brimo,1,sangat cocok untuk saya
Top,5.0,2026-06-12 5:17:38,id.co.bri.brimo,1,top
transaksi lebih cepat dan tidak usah keluar rmh,5.0,2026-05-22 12:57:15,id.co.bri.brimo,1,transaksi lebih cepat dan tidak usah keluar rmh
"jaringan gak stabil, tapi kanan atas hijau dan nonton pun aman. tapi entah kenapa aplikasinya gak bisa transaksi karena jaringan lelet. aku main game masih aman loh bahkan gak nge-lag.",1.0,2026-06-09 9:22:48,id.co.bri.brimo,0,jaringan gak stabil tapi kanan atas hijau dan nonton pun aman tapi entah kenapa aplikasinya gak bisa transaksi karena jaringan lelet aku main game masih aman loh bahkan gak ngelag
knp ya gak bisa di buka akun saya padahal pas mau login salah terus jdi bingung ini 😮‍💨 tolong dong jangan pakai IA bahas lain di bales lain😡,1.0,2026-06-05 4:12:44,id.co.bri.brimo,0,knp ya gak bisa di buka akun saya padahal pas mau login salah terus jdi bingung ini  tolong dong jangan pakai ia bahas lain di bales lain
"apa maksudnya notif koneksi kurang baik coba?! padahal jaringannya bagus dan internet juga cepat tapi malah muncul notif beginian, jadi gak bisa buat narik uang padahal urgent su. perbaiki lagi su",1.0,2026-05-21 5:32:28,id.co.bri.brimo,0,apa maksudnya notif koneksi kurang baik coba padahal jaringannya bagus dan internet juga cepat tapi malah muncul notif beginian jadi gak bisa buat narik uang padahal urgent su perbaiki lagi su
pelayanan cepat,5.0,2026-06-12 1:04:39,id.co.bri.brimo,1,pelayanan cepat
"Aplikasi ribet banget, izin ini itu emangnya buat apaan kocak. Internet bagus bilangnya ga ada koneksi internet, padahal gua pake DNS otomatis dari provider telkomsel. Udahlah tutup aja layanannya",1.0,2026-05-21 3:22:01,id.co.bri.brimo,0,aplikasi ribet banget izin ini itu emangnya buat apaan kocak internet bagus bilangnya ga ada koneksi internet padahal gua pake dns otomatis dari provider telkomsel udahlah tutup aja layanannya
buka,5.0,2026-05-28 15:39:28,id.co.bri.brimo,1,buka
sangat mmbntu dlm ber transaksi,5.0,2026-05-31 1:11:04,id.co.bri.brimo,1,sangat mmbntu dlm ber transaksi
setelah update malah agak menyusahkan wajib menggunakan akses lokasi untuk login dll malah menjadi semakin ribet sebailnya kembalikan seperti sebelumnya,4.0,2026-06-01 17:21:04,id.co.bri.brimo,1,setelah update malah agak menyusahkan wajib menggunakan akses lokasi untuk login dll malah menjadi semakin ribet sebailnya kembalikan seperti sebelumnya
Loading ya lama,1.0,2026-06-01 3:28:24,id.co.bri.brimo,0,loading ya lama
"aplikasi brimo, tidak bisa qris dari sumber dana kartu kredit co branding. masa seperti bank mandiri dan bni bisa. tapi bri ga bisa padahal sama2 plat merah.",1.0,2026-05-23 23:55:10,id.co.bri.brimo,0,aplikasi brimo tidak bisa qris dari sumber dana kartu kredit co branding masa seperti bank mandiri dan bni bisa tapi bri ga bisa padahal sama plat merah
cepat dan mudah buat pemula juga menu tidak membingungkan,5.0,2026-05-23 3:49:39,id.co.bri.brimo,1,cepat dan mudah buat pemula juga menu tidak membingungkan
"aplikasi terlalu besar MB nya, sehingga susah untuk update!!!!",2.0,2026-06-14 10:00:46,id.co.bri.brimo,0,aplikasi terlalu besar mb nya sehingga susah untuk update
apa ya penyebabnya nggk bisa loging ke aplikasi brimo padahal jaringan bagus,5.0,2026-05-21 1:58:12,id.co.bri.brimo,1,apa ya penyebabnya nggk bisa loging ke aplikasi brimo padahal jaringan bagus
kenapa brimo saya tdk bisa di update selalu masalah koneksi kurang bagus padahal jarimgan sudah ok,4.0,2026-05-21 5:40:39,id.co.bri.brimo,1,kenapa brimo saya tdk bisa di update selalu masalah koneksi kurang bagus padahal jarimgan sudah ok
"aplikasi brimo bosok... gak bs konek.. pesan sinyal buruk trs,, sy Del instal ulang smpe puluhan kali.. ambyarr gak fungsi...",1.0,2026-05-21 1:42:21,id.co.bri.brimo,0,aplikasi brimo bosok gak bs konek pesan sinyal buruk trs sy del instal ulang smpe puluhan kali ambyarr gak fungsi
susah d verifikasi wajah ribet apakah harus Sama persis gaya dan bentuk di KTP,2.0,2026-05-21 13:18:04,id.co.bri.brimo,0,susah d verifikasi wajah ribet apakah harus sama persis gaya dan bentuk di ktp
bagus banget brimo tidak seperti bank lain bca dan mandiri ga jls,5.0,2026-06-03 6:42:52,id.co.bri.brimo,1,bagus banget brimo tidak seperti bank lain bca dan mandiri ga jls
kenapa aplikasi brimo hari ini gak bisa di buka internet padahal bagus,1.0,2026-05-21 6:24:00,id.co.bri.brimo,0,kenapa aplikasi brimo hari ini gak bisa di buka internet padahal bagus
"jelek, tiba2 susah login",1.0,2026-05-21 1:42:27,id.co.bri.brimo,0,jelek tiba susah login
"sangat bermanfaat, bisa transaksi dimanapun dan kapan pun",5.0,2026-05-21 11:40:49,id.co.bri.brimo,1,sangat bermanfaat bisa transaksi dimanapun dan kapan pun
tolong dong aplikasi brimo nya jangan akses lokasi terus menerus (real-time) buat apasih? jd was-was dan ragu! ditambah deskripsi pembaharuan yg ambigu abisss! serem! 😩😩😩,1.0,2026-05-27 21:36:30,id.co.bri.brimo,0,tolong dong aplikasi brimo nya jangan akses lokasi terus menerus realtime buat apasih jd waswas dan ragu ditambah deskripsi pembaharuan yg ambigu abisss serem
brimo saya tidak bisa dibuka apakah karena android versi jadul jadi nda bisa dibuka hp sy Oppo a2020,5.0,2026-06-06 8:28:33,id.co.bri.brimo,1,brimo saya tidak bisa dibuka apakah karena android versi jadul jadi nda bisa dibuka hp sy oppo a
cepat.mudah dan simple.sukak,5.0,2026-05-22 4:06:49,id.co.bri.brimo,1,cepatmudah dan simplesukak
sanggat membantu,5.0,2026-06-12 9:36:01,id.co.bri.brimo,1,sanggat membantu
Lemot dan rawan error,1.0,2026-06-04 9:02:08,id.co.bri.brimo,0,lemot dan rawan error
"Agak kecewa, kirain cepet nanganin masalah saya... mesin ATM CRM eror duit lama kembali,pengecekan lama.. tahu begitu saya tidak setor di mesin ATM, ini saja yang saya belum kembali sampai sekarang, tolong uang saya kembalikan.. saya rubah penilain jika masalah ditangani dengan baik",1.0,2026-06-04 23:06:40,id.co.bri.brimo,0,agak kecewa kirain cepet nanganin masalah saya mesin atm crm eror duit lama kembalipengecekan lama tahu begitu saya tidak setor di mesin atm ini saja yang saya belum kembali sampai sekarang tolong uang saya kembalikan saya rubah penilain jika masalah ditangani dengan baik
Kenapa BRImo ku ga bisa di buka karena alasan koneksimu kurang baik padahal paket unlimited apakah kurang mahal paket data saya?🗿,5.0,2026-05-21 3:30:26,id.co.bri.brimo,1,kenapa brimo ku ga bisa di buka karena alasan koneksimu kurang baik padahal paket unlimited apakah kurang mahal paket data saya
very good 👍🏻,5.0,2026-05-21 2:36:20,id.co.bri.brimo,1,very good
MANTAP POLL,5.0,2026-05-22 8:17:52,id.co.bri.brimo,1,mantap poll
biaya transfer nya,5.0,2026-05-25 17:27:17,id.co.bri.brimo,1,biaya transfer nya
"kok tiba tiba saya di daftarkan asurasi woi, saya tidak mau ini tiba tiba di daftarkan kocak emang saya mau pindah rekening",1.0,2026-06-12 9:52:28,id.co.bri.brimo,0,kok tiba tiba saya di daftarkan asurasi woi saya tidak mau ini tiba tiba di daftarkan kocak emang saya mau pindah rekening
sekarang mau masuk kok makin sulit ya,1.0,2026-06-08 2:14:04,id.co.bri.brimo,0,sekarang mau masuk kok makin sulit ya
fast Respon,5.0,2026-05-30 2:09:08,id.co.bri.brimo,1,fast respon
untuk top up jaringan nya merah terus padahal cba d m bangking lain lancar,2.0,2026-06-05 17:20:59,id.co.bri.brimo,0,untuk top up jaringan nya merah terus padahal cba d m bangking lain lancar
"aplikasi lawak, udah tau gagal mulu verif muka, eh s CS yg namanya HERI PUTRA malah memfitnah saya ada aplikasi tidak resmi, lawak bangett!!! tolong dong segera diupdate ini gk bisa login verif muka gagal mulu",1.0,2026-06-09 3:22:30,id.co.bri.brimo,0,aplikasi lawak udah tau gagal mulu verif muka eh s cs yg namanya heri putra malah memfitnah saya ada aplikasi tidak resmi lawak bangett tolong dong segera diupdate ini gk bisa login verif muka gagal mulu
"selain mudah tarik tanpa kartu,apl brimo uga bisa isi plsa f dan pls listrik",5.0,2026-05-31 6:37:45,id.co.bri.brimo,1,selain mudah tarik tanpa kartuapl brimo uga bisa isi plsa f dan pls listrik
mantap dan muda,5.0,2026-05-25 4:34:53,id.co.bri.brimo,1,mantap dan muda
mo tanya ne saya pengguna brimo tp dah 1 THN ga aktf mo di aktifin LG gmn caranya coz brimonya dah ga bs sy buka tolong bantuannya,5.0,2026-06-11 10:50:28,id.co.bri.brimo,1,mo tanya ne saya pengguna brimo tp dah  thn ga aktf mo di aktifin lg gmn caranya coz brimonya dah ga bs sy buka tolong bantuannya
stress,5.0,2026-05-21 1:51:30,id.co.bri.brimo,1,stress
"saya sangat kecewa , ketika hp lama saya rusak, saya login ke hp adik saya di apk brimo ini untuk sandi dan lain lain aman, tetapi verifikasi wajah tidak bisa saya lewati dan kartu ATM yang sangat terbatas,ini membuktikan masih banyak kekurangan dan teramat sangat meresahkan bagi saya mohon tanggapan dan keterangan pihak bersangkutan., karena kurangnya pelayanan bagi masyarakat.",1.0,2026-06-10 11:45:51,id.co.bri.brimo,0,saya sangat kecewa  ketika hp lama saya rusak saya login ke hp adik saya di apk brimo ini untuk sandi dan lain lain aman tetapi verifikasi wajah tidak bisa saya lewati dan kartu atm yang sangat terbatasini membuktikan masih banyak kekurangan dan teramat sangat meresahkan bagi saya mohon tanggapan dan keterangan pihak bersangkutan karena kurangnya pelayanan bagi masyarakat
sangat terbantu saat transaksi darurat namun disatu sisih terkadang terganggu dengan koneksi jaringan lelet.,5.0,2026-06-09 14:18:33,id.co.bri.brimo,1,sangat terbantu saat transaksi darurat namun disatu sisih terkadang terganggu dengan koneksi jaringan lelet
"gak bisa login, jaringan buruk, padahal udah coba semua jaringan, udah ke bank nya langsung malah di suruh bikin rekening baru lagi",1.0,2026-06-05 5:54:08,id.co.bri.brimo,0,gak bisa login jaringan buruk padahal udah coba semua jaringan udah ke bank nya langsung malah di suruh bikin rekening baru lagi
respon chat BRI lambat tdk menemukan solusi jwbpan. suruh coba berkala trs,1.0,2026-06-12 7:00:19,id.co.bri.brimo,0,respon chat bri lambat tdk menemukan solusi jwbpan suruh coba berkala trs
sejauh ini kupakai aman mantap,5.0,2026-06-12 7:02:05,id.co.bri.brimo,1,sejauh ini kupakai aman mantap
Sangat membantu dan menyenangkan terimakasih buat brimo,5.0,2026-05-26 7:01:22,id.co.bri.brimo,1,sangat membantu dan menyenangkan terimakasih buat brimo
gk bisa verifikasi,1.0,2026-05-29 5:18:21,id.co.bri.brimo,0,gk bisa verifikasi
mudah di gunakan terimakasih,5.0,2026-06-12 11:18:24,id.co.bri.brimo,1,mudah di gunakan terimakasih
"benar-benar parah aplikasi jelek, berbalik berulang-ulang terus. dan Deteksi Wajah susah. dan sangat sulit membuat Username dan password nya.. kalah dengan aplikasi kecil",1.0,2026-05-27 8:17:07,id.co.bri.brimo,0,benarbenar parah aplikasi jelek berbalik berulangulang terus dan deteksi wajah susah dan sangat sulit membuat username dan password nya kalah dengan aplikasi kecil
