review,rating,tanggal,app_id,label,clean_review
"skrg sering mncul cek koneksi internet,pdhal pket ada trs wifi jg ada tp dr pagi smpai siang g bisa buka brimo.tlg perbaiki kulitasnya biar enak brtransksi",5.0,2026-05-21 4:03:44,id.co.bri.brimo,1,skrg sering mncul cek koneksi internetpdhal pket ada trs wifi jg ada tp dr pagi smpai siang g bisa buka brimotlg perbaiki kulitasnya biar enak brtransksi
"Terimakasih Brimo, telah membantu transaksi kami!!!",5.0,2026-06-03 4:48:09,id.co.bri.brimo,1,terimakasih brimo telah membantu transaksi kami
"ko Mlah error yg skrng,ngga bisa login kluarnya koneksi internet terus,pke wifi pun sama,parah ahh padahal LG kluar daerah",1.0,2026-05-31 4:40:45,id.co.bri.brimo,0,ko mlah error yg skrngngga bisa login kluarnya koneksi internet teruspke wifi pun samaparah ahh padahal lg kluar daerah
layanan baik lancar makin maju terus kedepannya,5.0,2026-05-26 12:04:30,id.co.bri.brimo,1,layanan baik lancar makin maju terus kedepannya
njing makin skarang makin aneh ni aplikasi tolong di perbaiki mau login GK bisa verifikasi wajah j,1.0,2026-06-04 20:58:06,id.co.bri.brimo,0,njing makin skarang makin aneh ni aplikasi tolong di perbaiki mau login gk bisa verifikasi wajah j
brimo terbaik,5.0,2026-05-22 17:16:40,id.co.bri.brimo,1,brimo terbaik
bagus sih,4.0,2026-05-28 17:36:29,id.co.bri.brimo,1,bagus sih
fast respon sukaaaa,5.0,2026-05-31 0:49:01,id.co.bri.brimo,1,fast respon sukaaaa
sangat membantu dan mudah d gunakan.,5.0,2026-05-27 6:53:32,id.co.bri.brimo,1,sangat membantu dan mudah d gunakan
macet gk bisa di buka,1.0,2026-06-03 3:44:05,id.co.bri.brimo,0,macet gk bisa di buka
sangat mmbntu dlm ber transaksi,5.0,2026-05-31 1:11:04,id.co.bri.brimo,1,sangat mmbntu dlm ber transaksi
"aplikasi BRIMO nya rusak seperti semua karyawan nya , direkturnya dan ceo-nya..",2.0,2026-05-23 4:00:58,id.co.bri.brimo,0,aplikasi brimo nya rusak seperti semua karyawan nya  direkturnya dan ceonya
untuk apa m-banking membutuhkan akses lokasi? hal yang tidak berguna,1.0,2026-06-07 9:50:14,id.co.bri.brimo,0,untuk apa mbanking membutuhkan akses lokasi hal yang tidak berguna
susah masuk nya error',1.0,2026-06-04 6:19:00,id.co.bri.brimo,0,susah masuk nya error
update terbaru menyusahkan pengguna karna harus aktif gps nya selama menggunakan aplkasi dan sebagai pengguna saya keberatan jika harus menyalakan gps akurat karna privasi,1.0,2026-05-31 7:45:28,id.co.bri.brimo,0,update terbaru menyusahkan pengguna karna harus aktif gps nya selama menggunakan aplkasi dan sebagai pengguna saya keberatan jika harus menyalakan gps akurat karna privasi
kemaren bisa transaksi.. pas siang login tidak bisa,1.0,2026-05-25 16:10:23,id.co.bri.brimo,0,kemaren bisa transaksi pas siang login tidak bisa
apk sangat jelek sekali kalau memberi ubdate tan yang pasti pasti masa sekarang gak bisa tranfer antar bank lain kalau mau tranfer muncul (koneksi internet kurang baik).tapi dibuat buka aplikasi lain lancar gak ada kendala apapun sangat kecewa sama brimo sekarang ini mohon bantuannya kembalikan seperti semula,1.0,2026-05-28 11:14:51,id.co.bri.brimo,0,apk sangat jelek sekali kalau memberi ubdate tan yang pasti pasti masa sekarang gak bisa tranfer antar bank lain kalau mau tranfer muncul koneksi internet kurang baiktapi dibuat buka aplikasi lain lancar gak ada kendala apapun sangat kecewa sama brimo sekarang ini mohon bantuannya kembalikan seperti semula
lebih simple gak perlu bulak balik ke atm,5.0,2026-05-26 10:02:45,id.co.bri.brimo,1,lebih simple gak perlu bulak balik ke atm
"tolong dong, gabisa masuk ni. verif gagal terus. udah pake segala macam jaringan sampe pake starlink. gabisa transaksi apa apa akunnya.",2.0,2026-06-04 4:19:12,id.co.bri.brimo,0,tolong dong gabisa masuk ni verif gagal terus udah pake segala macam jaringan sampe pake starlink gabisa transaksi apa apa akunnya
"mau update kok susah yah, padahal koneksi internet bagus",5.0,2026-06-11 3:30:57,id.co.bri.brimo,1,mau update kok susah yah padahal koneksi internet bagus
"Mudah dan sangat membantu, terima kasih.",5.0,2026-05-29 23:13:45,id.co.bri.brimo,1,mudah dan sangat membantu terima kasih
verifikasi wajah gabisa terus,1.0,2026-06-12 17:45:08,id.co.bri.brimo,0,verifikasi wajah gabisa terus
membuat hidup lebih mudah,5.0,2026-05-30 0:51:07,id.co.bri.brimo,1,membuat hidup lebih mudah
"#Tambahin Pengaduan Transaksi QRIS sumber dana Kartu Kredit#Akhirnya CC Co Brand masuk brimo, Tingkat kan keamanannya#Limit belanja per transaksi bisa diatur#Transaksi online bisa di nonaktifkan#Transaksi luar negeri bisa di nonaktifkan#Cukup 1 aplikasi dengan tingkat keamanan tinggi#Tambahin fitur HAPUS DEBIT VIRTUAL PADAHAL REKENING SUDAH DITUTUP SYSTEM #PENGATURAN KEAMANAN KARTU KREDIT MINIM TIDAK SEPERTI KARTU DEBIT BISA DI AKTIFKAN DAN NON AKTIFKAN SUKA SUKA",2.0,2026-05-21 23:12:36,id.co.bri.brimo,0,tambahin pengaduan transaksi qris sumber dana kartu kreditakhirnya cc co brand masuk brimo tingkat kan keamanannyalimit belanja per transaksi bisa diaturtransaksi online bisa di nonaktifkantransaksi luar negeri bisa di nonaktifkancukup  aplikasi dengan tingkat keamanan tinggitambahin fitur hapus debit virtual padahal rekening sudah ditutup system pengaturan keamanan kartu kredit minim tidak seperti kartu debit bisa di aktifkan dan non aktifkan suka suka
"kenapa hari ini dari jam 3 pagi sampai sekarang masih belum di buka ya min ? Dengan alasan koneksi internet lemah padahal kuota baru ngisi , pake wifi juga alasannya sama ? tolong min di perbaiki dong jaringannya",2.0,2026-05-21 4:43:50,id.co.bri.brimo,0,kenapa hari ini dari jam  pagi sampai sekarang masih belum di buka ya min  dengan alasan koneksi internet lemah padahal kuota baru ngisi  pake wifi juga alasannya sama  tolong min di perbaiki dong jaringannya
bagus cepat dan mudah digunakan.,5.0,2026-05-31 11:42:05,id.co.bri.brimo,1,bagus cepat dan mudah digunakan
"Kurang transparan dengan nasabah, salah input data berujung saldo berkurang dan tidak bisa kembali",1.0,2026-06-02 9:29:02,id.co.bri.brimo,0,kurang transparan dengan nasabah salah input data berujung saldo berkurang dan tidak bisa kembali
sangat jelek ini aplikasi perbankan,5.0,2026-06-10 0:42:30,id.co.bri.brimo,1,sangat jelek ini aplikasi perbankan
praktis dn lbih gampang👍👍,5.0,2026-05-30 9:46:36,id.co.bri.brimo,1,praktis dn lbih gampang
udh verifikasi bulak balik gagal,1.0,2026-06-11 9:36:24,id.co.bri.brimo,0,udh verifikasi bulak balik gagal
sinyal Uda bagus masih aja minta sinyal kurang bagus eroro trrus Tamba lama malah Tamba jelek,4.0,2026-06-05 20:22:40,id.co.bri.brimo,1,sinyal uda bagus masih aja minta sinyal kurang bagus eroro trrus tamba lama malah tamba jelek
apk jelek tdk bisa dibuka udah download ampe 4x msh tdk bisa dbuka,1.0,2026-05-24 12:01:53,id.co.bri.brimo,0,apk jelek tdk bisa dibuka udah download ampe x msh tdk bisa dbuka
"Tolong diperbaiki aplikasi ini, saya kesulitan login dengan alasan koneksi internet kurang baik. Ini lucu, sedangkan koneksi internet saya aman aman saja untuk membuka aplikasi lain",1.0,2026-05-21 6:43:28,id.co.bri.brimo,0,tolong diperbaiki aplikasi ini saya kesulitan login dengan alasan koneksi internet kurang baik ini lucu sedangkan koneksi internet saya aman aman saja untuk membuka aplikasi lain
niccceeee,5.0,2026-06-09 4:33:28,id.co.bri.brimo,1,niccceeee
"banyak gangguan katanya koneksi internet kurang baik saya pake wifi pake internet sama aja ,kalo emang karena koneksi gak mungkin saya bisa kasih ulasan kayak gini mana biaya admin banyak lagi",2.0,2026-05-21 5:37:18,id.co.bri.brimo,0,banyak gangguan katanya koneksi internet kurang baik saya pake wifi pake internet sama aja kalo emang karena koneksi gak mungkin saya bisa kasih ulasan kayak gini mana biaya admin banyak lagi
"suka eror di saat genting,padahal kuota sama pulsa ada.",2.0,2026-06-02 8:14:03,id.co.bri.brimo,0,suka eror di saat gentingpadahal kuota sama pulsa ada
ga tau kenapa sering tiba tiba tidak ada koneksi internet,1.0,2026-05-21 4:54:37,id.co.bri.brimo,0,ga tau kenapa sering tiba tiba tidak ada koneksi internet
masuk aplikasi masa harus aktifin lokasi ribet banget.,2.0,2026-05-29 9:15:46,id.co.bri.brimo,0,masuk aplikasi masa harus aktifin lokasi ribet banget
lebih mudah hemat praktis mantap brimo,5.0,2026-05-25 8:52:48,id.co.bri.brimo,1,lebih mudah hemat praktis mantap brimo
"buat verifikasi wajah aja susah banget, jaringan & sinyal di salahkan,saya verifikasi my bca langsung berhasil",1.0,2026-06-04 0:13:33,id.co.bri.brimo,0,buat verifikasi wajah aja susah banget jaringan  sinyal di salahkansaya verifikasi my bca langsung berhasil
praktis simple top,5.0,2026-06-01 4:23:35,id.co.bri.brimo,1,praktis simple top
jujur brimo mkin lama jelek banget bahkan kita yang udah terdaftar malah pas mau login di akunnya dibilang kita enggak terdaftar terdaftar nomor ktp-nya serius udah login berapa kali makin bikin emosi gara-gara permasalahan KTP tidak terdaftar lah jaringan lah padahal mau dibilang jaringannya stabil stabil,1.0,2026-06-06 19:42:05,id.co.bri.brimo,0,jujur brimo mkin lama jelek banget bahkan kita yang udah terdaftar malah pas mau login di akunnya dibilang kita enggak terdaftar terdaftar nomor ktpnya serius udah login berapa kali makin bikin emosi garagara permasalahan ktp tidak terdaftar lah jaringan lah padahal mau dibilang jaringannya stabil stabil
"brimo sering bermasalah kena bug,sudah di uninstal masih tidak bisa dibuka",1.0,2026-05-28 1:57:44,id.co.bri.brimo,0,brimo sering bermasalah kena bugsudah di uninstal masih tidak bisa dibuka
"sangat bermanfaat, bisa transaksi dimanapun dan kapan pun",5.0,2026-05-21 11:40:49,id.co.bri.brimo,1,sangat bermanfaat bisa transaksi dimanapun dan kapan pun
"ini brimo nya kenapa tidak bisa dibuka shi dari kemarin, kalau ada update jangan lemot.",5.0,2026-06-04 11:42:18,id.co.bri.brimo,1,ini brimo nya kenapa tidak bisa dibuka shi dari kemarin kalau ada update jangan lemot
mintol BRImo sy nggak bisa di buka,5.0,2026-05-29 4:28:21,id.co.bri.brimo,1,mintol brimo sy nggak bisa di buka
"kenapa ya saya ingin mendaftarkan brimo sekarang susah ,sudah memenuhi syarat tapi malah kembali ke halaman utama😌😌",5.0,2026-05-25 15:04:29,id.co.bri.brimo,1,kenapa ya saya ingin mendaftarkan brimo sekarang susah sudah memenuhi syarat tapi malah kembali ke halaman utama
"Nabung uang,bayar shope atau apapun lebih gampang dan mudah 🙏🙏👍👍",5.0,2026-06-13 7:55:34,id.co.bri.brimo,1,nabung uangbayar shope atau apapun lebih gampang dan mudah
tampilan lebih mudah dipahami,5.0,2026-05-25 10:56:27,id.co.bri.brimo,1,tampilan lebih mudah dipahami
skrang tiap buka brimo mesti aktifin gps dulu ribet banget enak versi sebelumnya,1.0,2026-06-14 14:14:44,id.co.bri.brimo,0,skrang tiap buka brimo mesti aktifin gps dulu ribet banget enak versi sebelumnya
MANTAP POLL,5.0,2026-05-22 8:17:52,id.co.bri.brimo,1,mantap poll
tolong brimo adakan fitur nonaktif lokasi please jujur kalo harus mati nyala gps batre hp jdi boros,2.0,2026-05-25 16:16:11,id.co.bri.brimo,0,tolong brimo adakan fitur nonaktif lokasi please jujur kalo harus mati nyala gps batre hp jdi boros
"apk nya jelek, loading lama banget dibagian proses no hp dll lancar sekali bagian foto KTP nya loading mampuuusss, tolong dong diperbaiki apk nya biar tdk menyulitkan org lain. jaringan sya bagus ga ad kendala jga",1.0,2026-05-22 4:08:47,id.co.bri.brimo,0,apk nya jelek loading lama banget dibagian proses no hp dll lancar sekali bagian foto ktp nya loading mampuuusss tolong dong diperbaiki apk nya biar tdk menyulitkan org lain jaringan sya bagus ga ad kendala jga
super busuk susah di akses 👎👎👎,1.0,2026-05-21 2:47:05,id.co.bri.brimo,0,super busuk susah di akses
"Stres kau, mau log in, suruh foto ktp, eh pas Verifikasi Muka malah gagal mulu, jaringan udh bagus, kondisi cahaya terang, tetep aja gagal mulu... sialannnnn!",1.0,2026-06-10 18:15:54,id.co.bri.brimo,0,stres kau mau log in suruh foto ktp eh pas verifikasi muka malah gagal mulu jaringan udh bagus kondisi cahaya terang tetep aja gagal mulu sialannnnn
"update terbaru bukannya mempermudah malah mempersulit. Harus aktifin dulu Lokasi baru bisa login ke Aplikasi, alhasil makin ribet aja😴😴😴",2.0,2026-05-30 4:49:52,id.co.bri.brimo,0,update terbaru bukannya mempermudah malah mempersulit harus aktifin dulu lokasi baru bisa login ke aplikasi alhasil makin ribet aja
dikit² gangguan,1.0,2026-06-03 6:41:24,id.co.bri.brimo,0,dikit² gangguan
"habis update bukanya tambah powerfull malah makin g bisa digunakan, baru mau login notifnya koneksi internet tidak baik, pake wifi g bisa, pake paket data juga g bisa, maunya apa sih?",1.0,2026-05-21 2:16:41,id.co.bri.brimo,0,habis update bukanya tambah powerfull malah makin g bisa digunakan baru mau login notifnya koneksi internet tidak baik pake wifi g bisa pake paket data juga g bisa maunya apa sih
"memudahkan dalam bertransaksi, terimakasih brimo sukses bersama aamiiin",5.0,2026-06-05 7:55:34,id.co.bri.brimo,1,memudahkan dalam bertransaksi terimakasih brimo sukses bersama aamiiin
"kasih bintang 4 dulu soalnya belakangan ini saya gak bisa login terus terutama bagian verifikasi muka itu gagal terus keterangan nya selalu jaringan internet kurang baik padahal jaringan nya full bagus, pake wifi sama aja gagal terus, padahal apk ini bagus. semoga pihak developer segera memperbaikinya soalnya apk brimo ini saya pake sehari-hari untuk keperluan.",4.0,2026-06-12 5:35:48,id.co.bri.brimo,1,kasih bintang  dulu soalnya belakangan ini saya gak bisa login terus terutama bagian verifikasi muka itu gagal terus keterangan nya selalu jaringan internet kurang baik padahal jaringan nya full bagus pake wifi sama aja gagal terus padahal apk ini bagus semoga pihak developer segera memperbaikinya soalnya apk brimo ini saya pake seharihari untuk keperluan
aplikasi TDK jelas mau login harus pake jaringan stabil macam apa sja,1.0,2026-06-09 10:31:18,id.co.bri.brimo,0,aplikasi tdk jelas mau login harus pake jaringan stabil macam apa sja
"Tolong ini jelek sekali, tiap kali mau masuk aplikasi harus selalu izinkan lokasi, padahal sudah saya atur di pengaturan dan sudah selalu diizinkan tiap kali mau buka, tapi selalu saja muncul kalau mau masuk. terlalu ribet. saya jadi bingung sendiri kenapa harus selalu diaktifkan, padahal sudah aktif. Tolong sistemnya diperbaiki lagi, ya. karena yang pakai brimo ini beragam, kalau orang tua yang pakai sepertinya akan kerepotan atau mungkin orang tua akan berpikir aplikasinya tidak bisa dipakai🙏",2.0,2026-06-13 6:44:14,id.co.bri.brimo,0,tolong ini jelek sekali tiap kali mau masuk aplikasi harus selalu izinkan lokasi padahal sudah saya atur di pengaturan dan sudah selalu diizinkan tiap kali mau buka tapi selalu saja muncul kalau mau masuk terlalu ribet saya jadi bingung sendiri kenapa harus selalu diaktifkan padahal sudah aktif tolong sistemnya diperbaiki lagi ya karena yang pakai brimo ini beragam kalau orang tua yang pakai sepertinya akan kerepotan atau mungkin orang tua akan berpikir aplikasinya tidak bisa dipakai
"error, g bisa dibuka apl nya, gatau masalahnya apa , karna diblokir kah/gimana padahal ga melakukan hal aneh2",2.0,2026-06-04 2:42:06,id.co.bri.brimo,0,error g bisa dibuka apl nya gatau masalahnya apa  karna diblokir kahgimana padahal ga melakukan hal aneh
Sangat membantu dan mudah.,5.0,2026-06-10 6:03:56,id.co.bri.brimo,1,sangat membantu dan mudah
Aplikasi sampah lup sandi di bikin ribet,1.0,2026-06-06 2:29:22,id.co.bri.brimo,0,aplikasi sampah lup sandi di bikin ribet
mantab brimonya,5.0,2026-05-28 3:46:13,id.co.bri.brimo,1,mantab brimonya
"Saya sudah beberapa hari ini tidak bisa transfer ke bank manapun, dengan alasan di Brimo ""koneksi internet anda kurang baik"" ladahal jaringan internet saya fine saja, sudah saya kalau begini, tolong. respon dan eprbaiki secepatnya!",1.0,2026-06-02 7:00:37,id.co.bri.brimo,0,saya sudah beberapa hari ini tidak bisa transfer ke bank manapun dengan alasan di brimo koneksi internet anda kurang baik ladahal jaringan internet saya fine saja sudah saya kalau begini tolong respon dan eprbaiki secepatnya
mudah & nyaman,5.0,2026-06-02 7:14:20,id.co.bri.brimo,1,mudah  nyaman
"aplikasi gajelas!!! aplikasi sensi. salah ketik kode 1x langsung disuruh login lagi nanti padahal uangnya buru2 mau dipakai, minimal kasih timer cooldown nya biar tau bisa akses lagi kapan, ditungguin tiap 1 jam tetep gabisa. Pas mau TF dikatain koneksi kurang baik padahal pake data seluler buat nonton video pun lancar giliran buat TF gabisa. aneh",1.0,2026-05-22 15:48:23,id.co.bri.brimo,0,aplikasi gajelas aplikasi sensi salah ketik kode x langsung disuruh login lagi nanti padahal uangnya buru mau dipakai minimal kasih timer cooldown nya biar tau bisa akses lagi kapan ditungguin tiap  jam tetep gabisa pas mau tf dikatain koneksi kurang baik padahal pake data seluler buat nonton video pun lancar giliran buat tf gabisa aneh
tidak bisa buat rekening lewat brimo error saat foto ktp,2.0,2026-06-02 1:29:19,id.co.bri.brimo,0,tidak bisa buat rekening lewat brimo error saat foto ktp
pakai sidik jari mantap,5.0,2026-05-30 22:40:07,id.co.bri.brimo,1,pakai sidik jari mantap
ngk bisa buat login dibilangnya internet. Sudah kirim email keluhan ttep aja ngk ada tanggapan pasti. Muke gile,1.0,2026-06-03 8:46:09,id.co.bri.brimo,0,ngk bisa buat login dibilangnya internet sudah kirim email keluhan ttep aja ngk ada tanggapan pasti muke gile
"admin ini knpa sih brimo susah banget buat tf padahal koneksi internet bagus² aja udah pake data sama wifi tetap aja tulisan nya "" koneksi internet buruk"" ngeselin bgt tau ga orang lagi butuh malah kaya giniii ga worth it mana iklan terus lagii",2.0,2026-05-28 5:34:26,id.co.bri.brimo,0,admin ini knpa sih brimo susah banget buat tf padahal koneksi internet bagus² aja udah pake data sama wifi tetap aja tulisan nya  koneksi internet buruk ngeselin bgt tau ga orang lagi butuh malah kaya giniii ga worth it mana iklan terus lagii
suda mulai mantap,5.0,2026-06-11 17:17:40,id.co.bri.brimo,1,suda mulai mantap
sangat menyenangkan,4.0,2026-06-08 21:41:30,id.co.bri.brimo,1,sangat menyenangkan
memudah kami untuk transaksi,5.0,2026-05-28 3:28:28,id.co.bri.brimo,1,memudah kami untuk transaksi
bagus sekali app nya,5.0,2026-06-09 14:25:24,id.co.bri.brimo,1,bagus sekali app nya
sukaa,5.0,2026-06-02 8:00:20,id.co.bri.brimo,1,sukaa
ok boss,5.0,2026-05-25 12:49:31,id.co.bri.brimo,1,ok boss
transaksi jadi mudah sekali dengan brimo,5.0,2026-05-21 2:22:46,id.co.bri.brimo,1,transaksi jadi mudah sekali dengan brimo
sangat memudah kan aktifitas kita,5.0,2026-05-31 16:43:08,id.co.bri.brimo,1,sangat memudah kan aktifitas kita
dftar nyaa susah fto KTP nya susah,5.0,2026-05-27 9:16:21,id.co.bri.brimo,1,dftar nyaa susah fto ktp nya susah
"Halo saya mau login selalu error, padahal sdh saya update, GPS pun sdh aktif,tp tetap minta menyalakan GPS, tolong aplikasi diperbaiki secepatnya",1.0,2026-06-11 23:51:51,id.co.bri.brimo,0,halo saya mau login selalu error padahal sdh saya update gps pun sdh aktiftp tetap minta menyalakan gps tolong aplikasi diperbaiki secepatnya
"Pake DNS gag bisa. Payah IT yg bikin aplikasi, BCA aja bisa dan lebih minim gangguan.",1.0,2026-05-21 2:55:10,id.co.bri.brimo,0,pake dns gag bisa payah it yg bikin aplikasi bca aja bisa dan lebih minim gangguan
"cepat dan mudah, terimakasih",5.0,2026-06-03 21:56:07,id.co.bri.brimo,1,cepat dan mudah terimakasih
apk nya kadang eror,1.0,2026-05-21 5:54:12,id.co.bri.brimo,0,apk nya kadang eror
"ribet, saldo tertahan terus, bikin malas pakai bri",1.0,2026-06-11 15:02:31,id.co.bri.brimo,0,ribet saldo tertahan terus bikin malas pakai bri
baru mulai semoga tidak ada kendala,5.0,2026-05-28 1:27:10,id.co.bri.brimo,1,baru mulai semoga tidak ada kendala
"pengaduan saya di undur"" terus, saldo belum balik, adahal mau buat berobat, bank yidak amanah",1.0,2026-06-03 1:47:32,id.co.bri.brimo,0,pengaduan saya di undur terus saldo belum balik adahal mau buat berobat bank yidak amanah
kenapa brimo q hari ini jadi aneh harus ngaktifkan GPS dulu baru bisa masuk tolong yg tau jelasin kira2 berbahaya atau tidak,1.0,2026-05-25 11:49:19,id.co.bri.brimo,0,kenapa brimo q hari ini jadi aneh harus ngaktifkan gps dulu baru bisa masuk tolong yg tau jelasin kira berbahaya atau tidak
ini apaan deh baru tanggal 1 saldo udah di hold buat angsuran. bukannya penarikan angsuran auto debit di tanggal 23 ya ?,1.0,2026-06-01 5:39:01,id.co.bri.brimo,0,ini apaan deh baru tanggal  saldo udah di hold buat angsuran bukannya penarikan angsuran auto debit di tanggal  ya
"banyakan potongan sistem, parah......",1.0,2026-05-22 2:17:00,id.co.bri.brimo,0,banyakan potongan sistem parah
Lancar,5.0,2026-05-31 16:32:01,id.co.bri.brimo,1,lancar
semoga tidak mengecewakan,5.0,2026-05-28 16:43:53,id.co.bri.brimo,1,semoga tidak mengecewakan
keseringan eror gak bisa kirim banyak ganguan,1.0,2026-05-22 14:56:02,id.co.bri.brimo,0,keseringan eror gak bisa kirim banyak ganguan
"tidak bisa login,,harus buka pengaturan gps,,padahal lokasi udah aktip semua..minta bntuan nya donk g bisa buka brimo..",2.0,2026-06-10 3:21:21,id.co.bri.brimo,0,tidak bisa loginharus buka pengaturan gpspadahal lokasi udah aktip semuaminta bntuan nya donk g bisa buka brimo
mau login aja harus aktifin lokasi,1.0,2026-05-30 6:34:07,id.co.bri.brimo,0,mau login aja harus aktifin lokasi
siiip,5.0,2026-05-25 18:34:50,id.co.bri.brimo,1,siiip
ok ok,5.0,2026-05-31 12:32:16,id.co.bri.brimo,1,ok ok
brimo kenapa dah kalo masuk pake password salah mulu padahal udah di cek berulang kali bener password nya tetep aja salah ga bisa masuk,2.0,2026-06-03 10:34:46,id.co.bri.brimo,0,brimo kenapa dah kalo masuk pake password salah mulu padahal udah di cek berulang kali bener password nya tetep aja salah ga bisa masuk
sangat membantu pembayaran qiurs,5.0,2026-05-29 12:34:13,id.co.bri.brimo,1,sangat membantu pembayaran qiurs
mau masuk tapi keterangan koneksi internetmu kurang baik terus padahal kuota masih banyak sudah lewat wifi juga tetep koneksi internetmu kurang baik terus kemaren sudah ke kantor BRI juga masih sama tolonglah di perbaiki dan gimana solusinya,1.0,2026-05-30 6:44:39,id.co.bri.brimo,0,mau masuk tapi keterangan koneksi internetmu kurang baik terus padahal kuota masih banyak sudah lewat wifi juga tetep koneksi internetmu kurang baik terus kemaren sudah ke kantor bri juga masih sama tolonglah di perbaiki dan gimana solusinya
"baru make dengan beneran skrg, padahal sebelumnya jugaa pake brimo... tapi.. pas pake skrg ini baru ngeh kalo gampil bener... cepet... makasih brimo",4.0,2026-05-29 12:41:07,id.co.bri.brimo,1,baru make dengan beneran skrg padahal sebelumnya jugaa pake brimo tapi pas pake skrg ini baru ngeh kalo gampil bener cepet makasih brimo
transkasi cepat,5.0,2026-06-07 14:32:37,id.co.bri.brimo,1,transkasi cepat
terhambat untuk login Krn verifikasi wajah yang gagal terus menerus sampai saat ini (sdh 5 hari) dan setiap chat CS di WhatsApp resmi nya TDK memberikan solusi yang nyata,1.0,2026-06-01 10:19:22,id.co.bri.brimo,0,terhambat untuk login krn verifikasi wajah yang gagal terus menerus sampai saat ini sdh  hari dan setiap chat cs di whatsapp resmi nya tdk memberikan solusi yang nyata
tidak bisa dibuka sama sekali,1.0,2026-05-23 8:19:41,id.co.bri.brimo,0,tidak bisa dibuka sama sekali
"kok sekarang waktu buka brimo harus nyalain lokasi ya? kemarin pas sebelum update ga di nyalain tetep bisa buka brimo,kenapa sekarang di persulit harus nyalain lokasi?",1.0,2026-06-01 12:56:10,id.co.bri.brimo,0,kok sekarang waktu buka brimo harus nyalain lokasi ya kemarin pas sebelum update ga di nyalain tetep bisa buka brimokenapa sekarang di persulit harus nyalain lokasi
