review,rating,tanggal,app_id,label
"setelah update malah makin jelek aplikasinya, harus nyalain lokasi lah, jaringan tidak ada lah. terus desainnya jadi burik banget.",1.0,2026-06-14 19:06:22,id.co.bri.brimo,0
parah . untuk masuk ke akun sagat kesusahan dagan varifikasi wajah . sudh sesuai aturan . jarigan stabil fto jlas typ gak bsa,1.0,2026-06-14 18:36:00,id.co.bri.brimo,0
Sangat bagus!,5.0,2026-06-14 18:14:12,id.co.bri.brimo,1
memuaskan,5.0,2026-06-14 17:28:26,id.co.bri.brimo,1
Aplikasi sangat membantu sekali,5.0,2026-06-14 16:51:38,id.co.bri.brimo,1
"tiba2 emas aku hilang semua dan menjadi 0...? tiba tiba ada keterangan di suruh buka rekening baru.. padahal aku daftarnya di BRIMO, di BRIMO ga ada portofolio nya, emas hilang dan di suruh buka rekening baru. di tring juga sama aja.",1.0,2026-06-14 16:48:14,id.co.bri.brimo,0
trimakasih brimo,5.0,2026-06-14 16:43:26,id.co.bri.brimo,1
"Semenjak update terkahir sekarang kalau mau buka harus nyalain lokasi, buat apa coba??, tolong buat seperti versi sebelumnya",1.0,2026-06-14 16:38:16,id.co.bri.brimo,0
Bagus,4.0,2026-06-14 16:32:05,id.co.bri.brimo,1
loading mulu. mau masuk ke mbangking sndri load mulu. padahal jaringan bagus. repot semisal mau transaksi ke org atau transaksi pembayaran q ris. kalau mau masuk sja loading nya mulu.tolong perbaiki ya,1.0,2026-06-14 16:18:12,id.co.bri.brimo,0
"yang perlu dihilangkan 1. call g perlu dimatikan terlebih dahulu biar bisa masuk ( itu ganggu bisnis saya ). 2. GPS matikan aja, itu g penting. dan yang perlu diperbaharui, sistem maintenance,kalau lagi maintenance, langsung ada, bukan sesudah TF terus maintenance. tolong buatkan notifikasi reversal & maintenance. saya mengalami kerugian waktu & uang ke 3 kali tgl 9 Juni 2026 kejadian terulang. perbarui pas update. dari 2022 - 2026 kerugian ke 3 kalinya kejadian",1.0,2026-06-14 16:01:38,id.co.bri.brimo,0
gajelas BRI,1.0,2026-06-14 15:50:55,id.co.bri.brimo,0
cepat respons,5.0,2026-06-14 15:49:00,id.co.bri.brimo,1
kenpa sekarang lambat ya.. sering eror,5.0,2026-06-14 15:44:34,id.co.bri.brimo,1
mudah,5.0,2026-06-14 15:38:20,id.co.bri.brimo,1
"sudah 1 Minggu lebih gagal login. datang ke kantor unit juga sudah, dan tetap gagal login dan pegawai bank bilang koneksi internet sedang kendala. dan sedang ada perbaikan sistem sudah di tunggu dan di ulang dari tanggal 4 Juni 2026 smpe sekarang tanggal 14 Juni 2026 masih belum bisa login. jadi bingung dimana yg slah😔",4.0,2026-06-14 15:34:05,id.co.bri.brimo,1
"busseh, daftar aja eror 507 melulu pas foto KTP. niat gak ini bikin aplikasi, suruh pake brimo tapi bermasalah. heran",1.0,2026-06-14 15:28:24,id.co.bri.brimo,0
josjis deh apk nya moga lancar terus dan aman terpercaya,5.0,2026-06-14 15:23:42,id.co.bri.brimo,1
menghasilkan uang,5.0,2026-06-14 15:23:03,id.co.bri.brimo,1
👍,5.0,2026-06-14 15:22:48,id.co.bri.brimo,1
min ini kenapa ya klo untuk notifikasi duit masuk atau pun selesai tf tidak ada notifikasi nya?,4.0,2026-06-14 14:58:34,id.co.bri.brimo,1
sangat bagus aplikasi nya,5.0,2026-06-14 14:34:11,id.co.bri.brimo,1
di mudahkan dalam tRansaksi,5.0,2026-06-14 14:33:50,id.co.bri.brimo,1
notifikasi iklan yang sangat menggangu.,1.0,2026-06-14 14:32:31,id.co.bri.brimo,0
Sangat membantu dalam bertransaksi,5.0,2026-06-14 14:25:09,id.co.bri.brimo,1
Di update malah gk bsa di buka .. pengaturan sdah di on kan tetap gk bsa hadech,2.0,2026-06-14 14:20:23,id.co.bri.brimo,0
trimakasih😁😁😁,5.0,2026-06-14 14:16:59,id.co.bri.brimo,1
skrang tiap buka brimo mesti aktifin gps dulu ribet banget enak versi sebelumnya,1.0,2026-06-14 14:14:44,id.co.bri.brimo,0
"halo min, ini gimana ga bisa login,pas ketika Poto Selvi, ga pernah kena, udah brapa kali coba, tetap aja ga bisa, padahal jaringan bagus, saran dong min",5.0,2026-06-14 13:51:21,id.co.bri.brimo,1
perbaharui muli,1.0,2026-06-14 13:50:20,id.co.bri.brimo,0
sangat Amat membantu luar biasa,5.0,2026-06-14 13:44:04,id.co.bri.brimo,1
memudahkan tanpa harus ke ATM,5.0,2026-06-14 13:43:53,id.co.bri.brimo,1
bila ada tf_an masuk koq nggak ada notif...tapi kalo iklan notif berbunyi ..yang fair dong ...tolong di perbaiki kinerjanya,1.0,2026-06-14 13:31:26,id.co.bri.brimo,0
oke,5.0,2026-06-14 13:21:18,id.co.bri.brimo,1
top bangettt,5.0,2026-06-14 13:19:20,id.co.bri.brimo,1
fitur sudah bagus.,5.0,2026-06-14 13:16:45,id.co.bri.brimo,1
sangat puas,5.0,2026-06-14 13:03:46,id.co.bri.brimo,1
login nya susah.. harus selfi segala gagal terus padahal login pasword dan pin sudah sesuai,4.0,2026-06-14 12:35:59,id.co.bri.brimo,1
tidak bisa bikin online gagal trs,1.0,2026-06-14 12:30:29,id.co.bri.brimo,0
kadang eror,5.0,2026-06-14 12:30:17,id.co.bri.brimo,1
semoga makin baik lagi kedepannya,5.0,2026-06-14 12:27:07,id.co.bri.brimo,1
"buruk sekali aplikasi brimo nya,verifikasi wajah tidak pernah berhasil,padahal muka nya asli saya,kondisi terang,sinyal paling kuat,tdk ada objek lain,tetap saja gagal terus. buruk sekali aplikasi brimo nya",1.0,2026-06-14 12:22:50,id.co.bri.brimo,0
kecewa nomor telepon tidak sesuai terus,1.0,2026-06-14 12:21:19,id.co.bri.brimo,0
jelek banget.. lola...,1.0,2026-06-14 12:14:39,id.co.bri.brimo,0
admin bulanan kaga jelas awal bulan ditarik ni pertengahan bulan ditarik lagi,1.0,2026-06-14 12:04:50,id.co.bri.brimo,0
saya senang selama ada aplikasi BRImo memudahkan untuk teransaksi,5.0,2026-06-14 12:01:16,id.co.bri.brimo,1
"bagus, tapi kalo kendala agak lamaa",4.0,2026-06-14 11:50:36,id.co.bri.brimo,1
kok sekarang kalo mau buka harus menyalakan lokasi,5.0,2026-06-14 11:49:16,id.co.bri.brimo,1
mohon di perbaiki apk brimo nya selalu tidak bisa login ke akunya dengan alasan bug mohon di perbaiki jangan bikin kecewa penggunanya,1.0,2026-06-14 11:46:30,id.co.bri.brimo,0
saya ingin verifiksai namun selalu tidak bisa dengan alasan jaringan tidak stabil,5.0,2026-06-14 11:17:21,id.co.bri.brimo,1
sangat bagus dan membantu,5.0,2026-06-14 11:09:57,id.co.bri.brimo,1
baik,5.0,2026-06-14 10:55:43,id.co.bri.brimo,1
Saya sangat suka menggunakan aplikasi Brimo sangat membantu saya,5.0,2026-06-14 10:52:56,id.co.bri.brimo,1
terima kasih sudah memudahkan setiap kegiatan saya,5.0,2026-06-14 10:50:36,id.co.bri.brimo,1
layanan yang bagus dengan fitur2 baru,5.0,2026-06-14 10:45:34,id.co.bri.brimo,1
apk tdk rekomend,1.0,2026-06-14 10:43:14,id.co.bri.brimo,0
"pas penarikan jaringan selalu ngilang, perbaiki lah min, hari ini gw sampe limit gara"" jaringan aplikasinya yg ga ngotak",1.0,2026-06-14 10:38:41,id.co.bri.brimo,0
"cepat, dan praktis bngt pokoknya",5.0,2026-06-14 10:29:44,id.co.bri.brimo,1
Sekarang udah bisa kelola CC Nex Card dan Tokopedia Card asal data nomor terdaftar sama. bila belum hubungi call center untuk samain datanya.,5.0,2026-06-14 10:13:39,id.co.bri.brimo,1
"setelah update kenapa skrg brimo memaksakan harus aktifkan lokasi, inikan privasi terserah kita mau diaktifkan atau ga? jaman skrg kok pemaksaan lama² ditinggal nasabah, bank yg lain berlomba² ngasih kemudahan, lah ini malah mempersulit.",1.0,2026-06-14 10:10:24,id.co.bri.brimo,0
beli pulsa disini tidak dapat masa aktif,4.0,2026-06-14 10:04:45,id.co.bri.brimo,1
"aplikasi terlalu besar MB nya, sehingga susah untuk update!!!!",2.0,2026-06-14 10:00:46,id.co.bri.brimo,0
"praktis, gak ada biaya admin",5.0,2026-06-14 8:17:56,id.co.bri.brimo,1
lowding nya lamabat,2.0,2026-06-14 7:56:53,id.co.bri.brimo,0
"kendala saya login ke akun brimo gagal terus untuk verifikasi wajah , tolong bantu login agar saya bisa masuk lagi ke akun brimo saya",1.0,2026-06-14 7:48:10,id.co.bri.brimo,0
"1. tiap login lama, padahal aplikasi bank lain aman 2. scan qris selalu loading lama 3. pas di minimize agak lama malah mesti login ulang agar jadi poin perbaikan, padahal dulu kinerjanya bagus",2.0,2026-06-14 7:45:18,id.co.bri.brimo,0
oke babget,5.0,2026-06-14 7:43:03,id.co.bri.brimo,1
agak lembot,5.0,2026-06-14 7:35:49,id.co.bri.brimo,1
kenapa tidak bisa kirim ke dana ya ?,4.0,2026-06-14 7:35:06,id.co.bri.brimo,1
sngt puas,5.0,2026-06-14 6:49:26,id.co.bri.brimo,1
sangat Membantu,5.0,2026-06-14 6:44:36,id.co.bri.brimo,1
mantap 👍👍👍,5.0,2026-06-14 6:28:30,id.co.bri.brimo,1
goodjoba,5.0,2026-06-14 6:26:43,id.co.bri.brimo,1
pak cacat longor gak bisa apk,1.0,2026-06-14 6:16:27,id.co.bri.brimo,0
knp gk bs d install lagi malah susah bukanya,1.0,2026-06-14 6:13:05,id.co.bri.brimo,0
oke moga bagus,5.0,2026-06-14 6:09:45,id.co.bri.brimo,1
jos,5.0,2026-06-14 5:59:56,id.co.bri.brimo,1
Ribet bro,4.0,2026-06-14 5:58:51,id.co.bri.brimo,1
pripikasih muka tumben gagal Mulu padahal ga salah..,1.0,2026-06-14 5:58:14,id.co.bri.brimo,0
mudah membantu nyipp,5.0,2026-06-14 5:56:37,id.co.bri.brimo,1
praktis dan cepat.... semoga aman,5.0,2026-06-14 5:52:47,id.co.bri.brimo,1
setelah di update malah makin ribet !!!,1.0,2026-06-14 5:52:35,id.co.bri.brimo,0
membantu dan mempermudah proses ke uanggan,5.0,2026-06-14 5:43:25,id.co.bri.brimo,1
sangat membantu disaat butuh kecepatan transaksi.,4.0,2026-06-14 5:28:47,id.co.bri.brimo,1
OK,5.0,2026-06-14 5:26:01,id.co.bri.brimo,1
"sengklek error"" wkwkwkk",1.0,2026-06-14 5:22:14,id.co.bri.brimo,0
verifikasi wajah gagal terus jaringan internet bagus wajah udah sesuai tapi tetep aja sulit,1.0,2026-06-14 5:09:14,id.co.bri.brimo,0
"Update Brimo di Hp saya tidak bisa verifikasi wajah... hingga saat ini saya tidak bisa menggunakan aplikasi Brimo. Kalau hanya untuk verifikasi, idealnya cukup verifikasi e_KTP saja. Sedangkan untuk verifikasi wajah tidak mempersulit & menghambat. Verifikasi wajah pada Aplikasi hanya untuk meng_cek itu orang atau mesin (bukan orang). Itu agar para Nasabah BRI bisa menggunakan Aplikasi BRImo. 🥲",1.0,2026-06-14 5:00:38,id.co.bri.brimo,0
sangat membantu pembayaran,5.0,2026-06-14 4:55:44,id.co.bri.brimo,1
sangat simpel aman,5.0,2026-06-14 4:53:01,id.co.bri.brimo,1
sangatt mempermudah 🥰🥰,5.0,2026-06-14 4:50:35,id.co.bri.brimo,1
kenapa saya tidak bisa melakukan pendaftaran,1.0,2026-06-14 4:46:41,id.co.bri.brimo,0
praktis cepat aman...,5.0,2026-06-14 4:37:12,id.co.bri.brimo,1
"sangat"" amat puas",5.0,2026-06-14 4:32:34,id.co.bri.brimo,1
"aplikasinya sangat berguna, cuma kadang sedikit ada gangguang setiap abis magrib sampai pukul 12 malem ga bisa transaksi,entah cuma punya saya aja apa emng yg lain jg sama, admin tolong sedikit di perbaiki supaya lebih nyaman saat di gunakan🙏",5.0,2026-06-14 3:56:59,id.co.bri.brimo,1
"suda masuk akun, username, password, pin, semua benar, giliran minta nomor NIK malah bilang ""pengguna belum terdaftar"" logikanya saja... aplikasi aneh",1.0,2026-06-14 3:36:02,id.co.bri.brimo,0
sangat simple,5.0,2026-06-14 3:34:22,id.co.bri.brimo,1
aplikasi tidak berguna tinggal verifikasi wajah saja tapi selalu gagal padahal itu benar benar saya. dengan alasan tidak bisa memverifikasi koneksi internet buruk aplikasi Brimo tidak berguna,1.0,2026-06-14 3:31:05,id.co.bri.brimo,0
Mempermudah segala transaksi,5.0,2026-06-14 3:26:10,id.co.bri.brimo,1
mantaaap,5.0,2026-06-14 3:21:53,id.co.bri.brimo,1
mudah di gunakan bermanfaat,5.0,2026-06-14 3:16:25,id.co.bri.brimo,1
UPDATE MULU !!!! 👎🏽👎🏽👎🏽,1.0,2026-06-14 3:15:51,id.co.bri.brimo,0
"susah nya buat akun brimo sudah selesai ikuti semua perintah malah balik lagi ke menu awal, repot amat ini aplikasi",1.0,2026-06-14 2:56:46,id.co.bri.brimo,0
"mau verifikasi foto KTP error terus, pdhl sdh pas ngulang terus berkali"" loading nya juga lama, apk engga jls aneh",1.0,2026-06-14 2:42:30,id.co.bri.brimo,0
"taiii apaansih gk jelas banget, semalem make briva buat beli paket di bimatri. pas saldo dah berkurang malah paket nya gak masuk. gk jelas banget mana gk bisa dibalikin. nyesel bgt",1.0,2026-06-14 2:09:37,id.co.bri.brimo,0
mantaapp,5.0,2026-06-14 2:04:29,id.co.bri.brimo,1
transaksi lebih mudah dengan BRImo,5.0,2026-06-14 1:51:14,id.co.bri.brimo,1
mempermudah,5.0,2026-06-14 1:50:27,id.co.bri.brimo,1
Lancar dan cepat,5.0,2026-06-14 1:22:38,id.co.bri.brimo,1
sangat bermanfaat dan membantu,4.0,2026-06-14 1:01:46,id.co.bri.brimo,1
aplikasi mbanking rangking 1 paling banyak BUG,1.0,2026-06-14 0:43:43,id.co.bri.brimo,0
Alhamdulillah sangat baik,5.0,2026-06-14 0:37:38,id.co.bri.brimo,1
Terima kasih sudah bisa transaksi lagi... 🙏🏻🙏🏻,5.0,2026-06-14 0:28:48,id.co.bri.brimo,1
mudah dan nyaman,5.0,2026-06-14 0:28:33,id.co.bri.brimo,1
sangat bermanfaat punya brimo top markotop pokonyah,5.0,2026-06-14 0:20:34,id.co.bri.brimo,1
cepat',5.0,2026-06-14 0:12:08,id.co.bri.brimo,1
makin sudah habis di perbarui.,2.0,2026-06-14 0:10:20,id.co.bri.brimo,0
makin gampang ini itu😁,5.0,2026-06-14 0:09:56,id.co.bri.brimo,1
sangat baik is good,5.0,2026-06-13 23:53:32,id.co.bri.brimo,1
terimakasih sudah memberi yg terbaik BRI yg terbaik,5.0,2026-06-13 23:46:24,id.co.bri.brimo,1
gimn ini mau tf ke sesama bank gabisa alesannya gaada koneksi pdhl jaringan lancar.,2.0,2026-06-13 23:40:23,id.co.bri.brimo,0
bagusss bangeettttt,5.0,2026-06-13 23:37:58,id.co.bri.brimo,1
"Kenapa buat transaksi susah Sering Koneksi tidak stabil, padahal Wifi lancar saja buat aplikasi yang lain,Pakai paket data juga sama koneksi tidak stabil.padahal urgent mau transaksi.",1.0,2026-06-13 23:37:20,id.co.bri.brimo,0
lebih mudah,5.0,2026-06-13 23:33:26,id.co.bri.brimo,1
lebih efisien dan praktis,5.0,2026-06-13 23:24:29,id.co.bri.brimo,1
gak ada suara notif brimo,5.0,2026-06-13 23:13:18,id.co.bri.brimo,1
😁,5.0,2026-06-13 23:09:27,id.co.bri.brimo,1
"klo mau pakek aplikasi harus ngidupin lokasi ribet,",1.0,2026-06-13 23:06:50,id.co.bri.brimo,0
"sangat membantu , sejauh ini tidak manemukan kendala sama sekali",5.0,2026-06-13 22:54:55,id.co.bri.brimo,1
puas dan aplikasinya sangat membantu,5.0,2026-06-13 22:31:57,id.co.bri.brimo,1
"membantu transaksi di mana saja, sekarang bisa aktivasi brimo di rumah",5.0,2026-06-13 22:03:13,id.co.bri.brimo,1
uang saya belum masuk di aplikasi brimo,1.0,2026-06-13 21:28:39,id.co.bri.brimo,0
lemooottttt,1.0,2026-06-13 21:14:03,id.co.bri.brimo,0
sangat cepat di kirim uang sama TOP.UP di BRI Aku jadi suka BANK..BRI,5.0,2026-06-13 21:07:17,id.co.bri.brimo,1
NYUSAHIN!!!! harus atur lokasi setiap buka aplikasi,1.0,2026-06-13 20:32:55,id.co.bri.brimo,0
memudahkan banget,5.0,2026-06-13 19:53:12,id.co.bri.brimo,1
gak perlu banyak fitur biar ga banyak maintenance,5.0,2026-06-13 19:33:16,id.co.bri.brimo,1
payah keriset mulu,1.0,2026-06-13 19:31:45,id.co.bri.brimo,0
"mau login brimo susah sekarang, bagian verifikasi wajah udah beberapa hari gagal terus,, alasan jaringan tidak stabil mohon verifikasi wajah di hilangkan saja. login yg seperti dulu lebih enak.",1.0,2026-06-13 19:19:52,id.co.bri.brimo,0
brimo joooddddd,5.0,2026-06-13 18:33:28,id.co.bri.brimo,1
"kenapa harus ada sistem pengendapan uang sih, kan jadi sayang walaupun cuma 20k jadi ga bisa kepake",1.0,2026-06-13 18:24:31,id.co.bri.brimo,0
kenapa kaya gojek..minta lokasi mulu..update buruk,1.0,2026-06-13 17:58:39,id.co.bri.brimo,0
😘,5.0,2026-06-13 17:42:38,id.co.bri.brimo,1
"sangat membantu, trimakasih",4.0,2026-06-13 17:17:47,id.co.bri.brimo,1
verivikasi wajah aja tidak di proses,1.0,2026-06-13 17:12:45,id.co.bri.brimo,0
"baik cepat dalam mengirim, semoga tidak akan terjadi apa apa",5.0,2026-06-13 17:03:19,id.co.bri.brimo,1
sangat membantu..banget untuk bertransaksi..dalam bidang bisnis,5.0,2026-06-13 17:02:56,id.co.bri.brimo,1
aplikasi gak bisa di pake kalo GPS non aktif,1.0,2026-06-13 16:58:03,id.co.bri.brimo,0
mantap min kasih tips dong biar tambah jaya BRI dan makmur selalu,5.0,2026-06-13 16:41:05,id.co.bri.brimo,1
lebih sipel dan peraktis jika ada brimo,5.0,2026-06-13 15:57:26,id.co.bri.brimo,1
sangat memuaskan dan sangat membatu dalam bertransaksi,5.0,2026-06-13 15:52:07,id.co.bri.brimo,1
gak syukak apdetan yang baru gak isok di screen shot wakkkk gak jelas kalok kenapa2 gak bisa buat bukti,1.0,2026-06-13 15:37:57,id.co.bri.brimo,0
mbanking termurah,5.0,2026-06-13 15:37:27,id.co.bri.brimo,1
cepat tepat,4.0,2026-06-13 15:17:27,id.co.bri.brimo,1
"bank gak jelas, narik tunai di atm tulisannya transaksi gagal tapi saldo di rekening tetep ngurang, meskipun jumlahnya ngga gitu banyak, tapi tetep aja meresahkan",1.0,2026-06-13 14:56:40,id.co.bri.brimo,0
"saya ganti hp mau masuk login ke hp baru pas verifikasi wajah selalu gagal, katanya koneksi error atau jaringan lambat padahal wifi kencang 30 mbps dicoba jaringan hp tetap ga bisa selalu muncul koneksi lambat saya bingung transaksi saya lewat brimo semua karna saya jualan sudah dibawa ke bank tetap tidak ada solusi gimana brimo, jangan sampai beralih ke bank lain karna masalah seperti ini 🙏 saya sudah makai brimo ini sejak lama dalam jualan tapi kalo seperti ini saya bingung juga 🙏",2.0,2026-06-13 14:49:33,id.co.bri.brimo,0
mobile banking paling buruk yang pernah saya pake. suka error sendiri. gak jelas dan harus aktifkan lokasi.,1.0,2026-06-13 14:41:41,id.co.bri.brimo,0
sangat mudah sekali,5.0,2026-06-13 14:37:26,id.co.bri.brimo,1
praktis dan cepat,5.0,2026-06-13 14:32:56,id.co.bri.brimo,1
"dah coba berkali² buat transfer, tetep aja ""koneksi anda buruk"". heran ama ni apk, padahal nonton yt pake kualitas 720p lancar banget tuh ga ada lag²nya. apk ini doang yg error mulu. benerin dong, orang² pada ga nyaman tuh",2.0,2026-06-13 14:30:11,id.co.bri.brimo,0
lancar sll,5.0,2026-06-13 14:22:59,id.co.bri.brimo,1
